,song_name,name_10,kpop_artist_name,all_artists,song_id,song_api_info,artist_id,all_artists_id,all_artists_list,all_artists_id_list,artist_1,artist_id_1,artist_2,artist_id_2,artist_3,artist_id_3,artist_4,artist_id_4,artist_5,artist_id_5,artist_6,artist_id_6,artist_7,artist_id_7,name_5
552,"ROSE, SCENT, KISS","ROSE, SCEN",AB6IX,"LEE DAE HWI, AB6IX",5eOb7OPhOkN0gUicVIcOCH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5j4ZfrjfKJhMBbDgTFxIwB'}, 'href': 'https://api.spotify.com/v1/artists/5j4ZfrjfKJhMBbDgTFxIwB', 'id': '5j4ZfrjfKJhMBbDgTFxIwB', 'name': 'LEE DAE HWI', 'type': 'artist', 'uri': 'spotify:artist:5j4ZfrjfKJhMBbDgTFxIwB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4y0wFJ5jmCUNRLZfsw1I7g'}, 'href': 'https://api.spotify.com/v1/artists/4y0wFJ5jmCUNRLZfsw1I7g', 'id': '4y0wFJ5jmCUNRLZfsw1I7g', 'name': 'AB6IX', 'type': 'artist', 'uri': 'spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g'}]",4y0wFJ5jmCUNRLZfsw1I7g,"5j4ZfrjfKJhMBbDgTFxIwB, 4y0wFJ5jmCUNRLZfsw1I7g","['LEE DAE HWI', ' AB6IX']","['5j4ZfrjfKJhMBbDgTFxIwB', ' 4y0wFJ5jmCUNRLZfsw1I7g']",LEE DAE HWI,5j4ZfrjfKJhMBbDgTFxIwB, AB6IX, 4y0wFJ5jmCUNRLZfsw1I7g,,,,,,,,,,,"ROSE,"
553,BREAK UP,BREAK UP,AB6IX,"LIM YOUNG MIN, AB6IX",3cPl37Es32lxWY9AT3evat,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7s72t76jrvQLHUiYraBSZ0'}, 'href': 'https://api.spotify.com/v1/artists/7s72t76jrvQLHUiYraBSZ0', 'id': '7s72t76jrvQLHUiYraBSZ0', 'name': 'LIM YOUNG MIN', 'type': 'artist', 'uri': 'spotify:artist:7s72t76jrvQLHUiYraBSZ0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4y0wFJ5jmCUNRLZfsw1I7g'}, 'href': 'https://api.spotify.com/v1/artists/4y0wFJ5jmCUNRLZfsw1I7g', 'id': '4y0wFJ5jmCUNRLZfsw1I7g', 'name': 'AB6IX', 'type': 'artist', 'uri': 'spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g'}]",4y0wFJ5jmCUNRLZfsw1I7g,"7s72t76jrvQLHUiYraBSZ0, 4y0wFJ5jmCUNRLZfsw1I7g","['LIM YOUNG MIN', ' AB6IX']","['7s72t76jrvQLHUiYraBSZ0', ' 4y0wFJ5jmCUNRLZfsw1I7g']",LIM YOUNG MIN,7s72t76jrvQLHUiYraBSZ0, AB6IX, 4y0wFJ5jmCUNRLZfsw1I7g,,,,,,,,,,,BREAK
554,COLOR EYE,COLOR EYE,AB6IX,"PARK WOO JIN, AB6IX",2VsjGK8eJPCthu3IANWwOH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0kS1oLtVdBidgH2aKloRKR'}, 'href': 'https://api.spotify.com/v1/artists/0kS1oLtVdBidgH2aKloRKR', 'id': '0kS1oLtVdBidgH2aKloRKR', 'name': 'PARK WOO JIN', 'type': 'artist', 'uri': 'spotify:artist:0kS1oLtVdBidgH2aKloRKR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4y0wFJ5jmCUNRLZfsw1I7g'}, 'href': 'https://api.spotify.com/v1/artists/4y0wFJ5jmCUNRLZfsw1I7g', 'id': '4y0wFJ5jmCUNRLZfsw1I7g', 'name': 'AB6IX', 'type': 'artist', 'uri': 'spotify:artist:4y0wFJ5jmCUNRLZfsw1I7g'}]",4y0wFJ5jmCUNRLZfsw1I7g,"0kS1oLtVdBidgH2aKloRKR, 4y0wFJ5jmCUNRLZfsw1I7g","['PARK WOO JIN', ' AB6IX']","['0kS1oLtVdBidgH2aKloRKR', ' 4y0wFJ5jmCUNRLZfsw1I7g']",PARK WOO JIN,0kS1oLtVdBidgH2aKloRKR, AB6IX, 4y0wFJ5jmCUNRLZfsw1I7g,,,,,,,,,,,COLOR
555,Notemoni (Because of You) AS,Notemoni (,After School,"After School, Blackpink, Tara",0m94mI1jjmGAbuYPGFfusc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1loWI8jVk9btgJXHgqHXPD'}, 'href': 'https://api.spotify.com/v1/artists/1loWI8jVk9btgJXHgqHXPD', 'id': '1loWI8jVk9btgJXHgqHXPD', 'name': 'After School', 'type': 'artist', 'uri': 'spotify:artist:1loWI8jVk9btgJXHgqHXPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Gf3SzkXoUvEbixB7LUw6v'}, 'href': 'https://api.spotify.com/v1/artists/1Gf3SzkXoUvEbixB7LUw6v', 'id': '1Gf3SzkXoUvEbixB7LUw6v', 'name': 'Blackpink', 'type': 'artist', 'uri': 'spotify:artist:1Gf3SzkXoUvEbixB7LUw6v'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/24JAAnBviO3vTMZ5N9taj8'}, 'href': 'https://api.spotify.com/v1/artists/24JAAnBviO3vTMZ5N9taj8', 'id': '24JAAnBviO3vTMZ5N9taj8', 'name': 'Tara', 'type': 'artist', 'uri': 'spotify:artist:24JAAnBviO3vTMZ5N9taj8'}]",1loWI8jVk9btgJXHgqHXPD,"1loWI8jVk9btgJXHgqHXPD, 1Gf3SzkXoUvEbixB7LUw6v, 24JAAnBviO3vTMZ5N9taj8","[' Blackpink', ' Tara']","[' 1Gf3SzkXoUvEbixB7LUw6v', ' 24JAAnBviO3vTMZ5N9taj8']", Blackpink, 1Gf3SzkXoUvEbixB7LUw6v, Tara, 24JAAnBviO3vTMZ5N9taj8,,,,,,,,,,,Notem
556,Stay BP,Stay BP,After School,"After School, Blackpink, Tara",4DWr1E4X43T2jKdMwB3gxH,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1loWI8jVk9btgJXHgqHXPD'}, 'href': 'https://api.spotify.com/v1/artists/1loWI8jVk9btgJXHgqHXPD', 'id': '1loWI8jVk9btgJXHgqHXPD', 'name': 'After School', 'type': 'artist', 'uri': 'spotify:artist:1loWI8jVk9btgJXHgqHXPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Gf3SzkXoUvEbixB7LUw6v'}, 'href': 'https://api.spotify.com/v1/artists/1Gf3SzkXoUvEbixB7LUw6v', 'id': '1Gf3SzkXoUvEbixB7LUw6v', 'name': 'Blackpink', 'type': 'artist', 'uri': 'spotify:artist:1Gf3SzkXoUvEbixB7LUw6v'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/24JAAnBviO3vTMZ5N9taj8'}, 'href': 'https://api.spotify.com/v1/artists/24JAAnBviO3vTMZ5N9taj8', 'id': '24JAAnBviO3vTMZ5N9taj8', 'name': 'Tara', 'type': 'artist', 'uri': 'spotify:artist:24JAAnBviO3vTMZ5N9taj8'}]",1loWI8jVk9btgJXHgqHXPD,"1loWI8jVk9btgJXHgqHXPD, 1Gf3SzkXoUvEbixB7LUw6v, 24JAAnBviO3vTMZ5N9taj8","[' Blackpink', ' Tara']","[' 1Gf3SzkXoUvEbixB7LUw6v', ' 24JAAnBviO3vTMZ5N9taj8']", Blackpink, 1Gf3SzkXoUvEbixB7LUw6v, Tara, 24JAAnBviO3vTMZ5N9taj8,,,,,,,,,,,Stay 
557,Prism (Hurt Until Today) T,Prism (Hur,After School,"After School, Blackpink, Tara",2MqPG8JXNwWX1bHn5CjykU,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1loWI8jVk9btgJXHgqHXPD'}, 'href': 'https://api.spotify.com/v1/artists/1loWI8jVk9btgJXHgqHXPD', 'id': '1loWI8jVk9btgJXHgqHXPD', 'name': 'After School', 'type': 'artist', 'uri': 'spotify:artist:1loWI8jVk9btgJXHgqHXPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1Gf3SzkXoUvEbixB7LUw6v'}, 'href': 'https://api.spotify.com/v1/artists/1Gf3SzkXoUvEbixB7LUw6v', 'id': '1Gf3SzkXoUvEbixB7LUw6v', 'name': 'Blackpink', 'type': 'artist', 'uri': 'spotify:artist:1Gf3SzkXoUvEbixB7LUw6v'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/24JAAnBviO3vTMZ5N9taj8'}, 'href': 'https://api.spotify.com/v1/artists/24JAAnBviO3vTMZ5N9taj8', 'id': '24JAAnBviO3vTMZ5N9taj8', 'name': 'Tara', 'type': 'artist', 'uri': 'spotify:artist:24JAAnBviO3vTMZ5N9taj8'}]",1loWI8jVk9btgJXHgqHXPD,"1loWI8jVk9btgJXHgqHXPD, 1Gf3SzkXoUvEbixB7LUw6v, 24JAAnBviO3vTMZ5N9taj8","[' Blackpink', ' Tara']","[' 1Gf3SzkXoUvEbixB7LUw6v', ' 24JAAnBviO3vTMZ5N9taj8']", Blackpink, 1Gf3SzkXoUvEbixB7LUw6v, Tara, 24JAAnBviO3vTMZ5N9taj8,,,,,,,,,,,Prism
579,"LOVE LETTER (feat.ARA,Hye Rim,Jung Hyun,Min Hyun,Dong Ho)",LOVE LETTE,After School,"Son Dam Bi, After School, Ara, Dong Ho, Hye Rim, Jung Hyun, Minhyun",4KCnoyDAX0Mp5PWRpOwrtk,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3cCbcs6r1Lma7MfEjyfCGU'}, 'href': 'https://api.spotify.com/v1/artists/3cCbcs6r1Lma7MfEjyfCGU', 'id': '3cCbcs6r1Lma7MfEjyfCGU', 'name': 'Son Dam Bi', 'type': 'artist', 'uri': 'spotify:artist:3cCbcs6r1Lma7MfEjyfCGU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1loWI8jVk9btgJXHgqHXPD'}, 'href': 'https://api.spotify.com/v1/artists/1loWI8jVk9btgJXHgqHXPD', 'id': '1loWI8jVk9btgJXHgqHXPD', 'name': 'After School', 'type': 'artist', 'uri': 'spotify:artist:1loWI8jVk9btgJXHgqHXPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2jhwupQ3q8a1NbwfFhnszE'}, 'href': 'https://api.spotify.com/v1/artists/2jhwupQ3q8a1NbwfFhnszE', 'id': '2jhwupQ3q8a1NbwfFhnszE', 'name': 'Ara', 'type': 'artist', 'uri': 'spotify:artist:2jhwupQ3q8a1NbwfFhnszE'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7JlxObEsleDXA54OFIl9zj'}, 'href': 'https://api.spotify.com/v1/artists/7JlxObEsleDXA54OFIl9zj', 'id': '7JlxObEsleDXA54OFIl9zj', 'name': 'Dong Ho', 'type': 'artist', 'uri': 'spotify:artist:7JlxObEsleDXA54OFIl9zj'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/37qp8U9zJIHh4UseRqcqX2'}, 'href': 'https://api.spotify.com/v1/artists/37qp8U9zJIHh4UseRqcqX2', 'id': '37qp8U9zJIHh4UseRqcqX2', 'name': 'Hye Rim', 'type': 'artist', 'uri': 'spotify:artist:37qp8U9zJIHh4UseRqcqX2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2t6BljQxB8MLiky7GjkLYd'}, 'href': 'https://api.spotify.com/v1/artists/2t6BljQxB8MLiky7GjkLYd', 'id': '2t6BljQxB8MLiky7GjkLYd', 'name': 'Jung Hyun', 'type': 'artist', 'uri': 'spotify:artist:2t6BljQxB8MLiky7GjkLYd'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7BwZlhJRHC1oVJr8lTxSLf'}, 'href': 'https://api.spotify.com/v1/artists/7BwZlhJRHC1oVJr8lTxSLf', 'id': '7BwZlhJRHC1oVJr8lTxSLf', 'name': 'Minhyun', 'type': 'artist', 'uri': 'spotify:artist:7BwZlhJRHC1oVJr8lTxSLf'}]",1loWI8jVk9btgJXHgqHXPD,"3cCbcs6r1Lma7MfEjyfCGU, 1loWI8jVk9btgJXHgqHXPD, 2jhwupQ3q8a1NbwfFhnszE, 7JlxObEsleDXA54OFIl9zj, 37qp8U9zJIHh4UseRqcqX2, 2t6BljQxB8MLiky7GjkLYd, 7BwZlhJRHC1oVJr8lTxSLf","['Son Dam Bi', ' After School', ' Ara', ' Dong Ho', ' Hye Rim', ' Jung Hyun', ' Minhyun']","['3cCbcs6r1Lma7MfEjyfCGU', ' 1loWI8jVk9btgJXHgqHXPD', ' 2jhwupQ3q8a1NbwfFhnszE', ' 7JlxObEsleDXA54OFIl9zj', ' 37qp8U9zJIHh4UseRqcqX2', ' 2t6BljQxB8MLiky7GjkLYd', ' 7BwZlhJRHC1oVJr8lTxSLf']",Son Dam Bi,3cCbcs6r1Lma7MfEjyfCGU, After School, 1loWI8jVk9btgJXHgqHXPD, Ara, 2jhwupQ3q8a1NbwfFhnszE, Dong Ho, 7JlxObEsleDXA54OFIl9zj, Hye Rim, 37qp8U9zJIHh4UseRqcqX2, Jung Hyun, 2t6BljQxB8MLiky7GjkLYd, Minhyun, 7BwZlhJRHC1oVJr8lTxSLf,LOVE 
580,Winter Story,Winter Sto,After School,"Son Dam Bi, KAHI, Jung AH",1eVICEjb7xNVYvE6jZnFyh,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3cCbcs6r1Lma7MfEjyfCGU'}, 'href': 'https://api.spotify.com/v1/artists/3cCbcs6r1Lma7MfEjyfCGU', 'id': '3cCbcs6r1Lma7MfEjyfCGU', 'name': 'Son Dam Bi', 'type': 'artist', 'uri': 'spotify:artist:3cCbcs6r1Lma7MfEjyfCGU'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/04C0MPapc1HXpTbspJhmWg'}, 'href': 'https://api.spotify.com/v1/artists/04C0MPapc1HXpTbspJhmWg', 'id': '04C0MPapc1HXpTbspJhmWg', 'name': 'KAHI', 'type': 'artist', 'uri': 'spotify:artist:04C0MPapc1HXpTbspJhmWg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1SYHnHX97OjM7hHhxlAq1T'}, 'href': 'https://api.spotify.com/v1/artists/1SYHnHX97OjM7hHhxlAq1T', 'id': '1SYHnHX97OjM7hHhxlAq1T', 'name': 'Jung AH', 'type': 'artist', 'uri': 'spotify:artist:1SYHnHX97OjM7hHhxlAq1T'}]",1loWI8jVk9btgJXHgqHXPD,"3cCbcs6r1Lma7MfEjyfCGU, 04C0MPapc1HXpTbspJhmWg, 1SYHnHX97OjM7hHhxlAq1T","['Son Dam Bi', ' KAHI', ' Jung AH']","['3cCbcs6r1Lma7MfEjyfCGU', ' 04C0MPapc1HXpTbspJhmWg', ' 1SYHnHX97OjM7hHhxlAq1T']",Son Dam Bi,3cCbcs6r1Lma7MfEjyfCGU, KAHI, 04C0MPapc1HXpTbspJhmWg, Jung AH, 1SYHnHX97OjM7hHhxlAq1T,,,,,,,,,Winte
607,"Hey kid, Close your eyes (with Lee Sun Hee)","Hey kid, C",AKMU,"AKMU, Lee Sun Hee",4Cgct9Vlype9cYZFW2wSnk,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'}, 'href': 'https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv', 'id': '6OwKE9Ez6ALxpTaKcT5ayv', 'name': 'AKMU', 'type': 'artist', 'uri': 'spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4ZQVfuvon3XnGYkjTSey1O'}, 'href': 'https://api.spotify.com/v1/artists/4ZQVfuvon3XnGYkjTSey1O', 'id': '4ZQVfuvon3XnGYkjTSey1O', 'name': 'Lee Sun Hee', 'type': 'artist', 'uri': 'spotify:artist:4ZQVfuvon3XnGYkjTSey1O'}]",6OwKE9Ez6ALxpTaKcT5ayv,"6OwKE9Ez6ALxpTaKcT5ayv, 4ZQVfuvon3XnGYkjTSey1O",[' Lee Sun Hee'],[' 4ZQVfuvon3XnGYkjTSey1O'], Lee Sun Hee, 4ZQVfuvon3XnGYkjTSey1O,,,,,,,,,,,,,Hey k
608,NAKKA (with IU),NAKKA (wit,AKMU,"AKMU, IU",4t2FIqZJORKZGSKg30SShr,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'}, 'href': 'https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv', 'id': '6OwKE9Ez6ALxpTaKcT5ayv', 'name': 'AKMU', 'type': 'artist', 'uri': 'spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3HqSLMAZ3g3d5poNaI7GOU'}, 'href': 'https://api.spotify.com/v1/artists/3HqSLMAZ3g3d5poNaI7GOU', 'id': '3HqSLMAZ3g3d5poNaI7GOU', 'name': 'IU', 'type': 'artist', 'uri': 'spotify:artist:3HqSLMAZ3g3d5poNaI7GOU'}]",6OwKE9Ez6ALxpTaKcT5ayv,"6OwKE9Ez6ALxpTaKcT5ayv, 3HqSLMAZ3g3d5poNaI7GOU",[' IU'],[' 3HqSLMAZ3g3d5poNaI7GOU'], IU, 3HqSLMAZ3g3d5poNaI7GOU,,,,,,,,,,,,,NAKKA
609,BENCH (with Zion.T),BENCH (wit,AKMU,"AKMU, Zion.T",52nOiyRgQ7B7N7FjXhCCgz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'}, 'href': 'https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv', 'id': '6OwKE9Ez6ALxpTaKcT5ayv', 'name': 'AKMU', 'type': 'artist', 'uri': 'spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5HenzRvMtSrgtvU16XAoby'}, 'href': 'https://api.spotify.com/v1/artists/5HenzRvMtSrgtvU16XAoby', 'id': '5HenzRvMtSrgtvU16XAoby', 'name': 'Zion.T', 'type': 'artist', 'uri': 'spotify:artist:5HenzRvMtSrgtvU16XAoby'}]",6OwKE9Ez6ALxpTaKcT5ayv,"6OwKE9Ez6ALxpTaKcT5ayv, 5HenzRvMtSrgtvU16XAoby",[' Zion.T'],[' 5HenzRvMtSrgtvU16XAoby'], Zion.T, 5HenzRvMtSrgtvU16XAoby,,,,,,,,,,,,,BENCH
610,Tictoc Tictoc Tictoc (with Beenzino),Tictoc Tic,AKMU,"AKMU, Beenzino",69XHRP8AyobIbFELKSdOHp,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'}, 'href': 'https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv', 'id': '6OwKE9Ez6ALxpTaKcT5ayv', 'name': 'AKMU', 'type': 'artist', 'uri': 'spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7IrDIIq3j04exsiF3Z7CPg'}, 'href': 'https://api.spotify.com/v1/artists/7IrDIIq3j04exsiF3Z7CPg', 'id': '7IrDIIq3j04exsiF3Z7CPg', 'name': 'Beenzino', 'type': 'artist', 'uri': 'spotify:artist:7IrDIIq3j04exsiF3Z7CPg'}]",6OwKE9Ez6ALxpTaKcT5ayv,"6OwKE9Ez6ALxpTaKcT5ayv, 7IrDIIq3j04exsiF3Z7CPg",[' Beenzino'],[' 7IrDIIq3j04exsiF3Z7CPg'], Beenzino, 7IrDIIq3j04exsiF3Z7CPg,,,,,,,,,,,,,Ticto
611,Next episode (with Choi Jung Hoon of JANNABI),Next episo,AKMU,"AKMU, CHOI JUNG HOON of JANNABI",4h4Ibc1LSJmpLpVm0PBaPV,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'}, 'href': 'https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv', 'id': '6OwKE9Ez6ALxpTaKcT5ayv', 'name': 'AKMU', 'type': 'artist', 'uri': 'spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5Fa7oN67rqbrgxbRVux7F4'}, 'href': 'https://api.spotify.com/v1/artists/5Fa7oN67rqbrgxbRVux7F4', 'id': '5Fa7oN67rqbrgxbRVux7F4', 'name': 'CHOI JUNG HOON of JANNABI', 'type': 'artist', 'uri': 'spotify:artist:5Fa7oN67rqbrgxbRVux7F4'}]",6OwKE9Ez6ALxpTaKcT5ayv,"6OwKE9Ez6ALxpTaKcT5ayv, 5Fa7oN67rqbrgxbRVux7F4",[' CHOI JUNG HOON of JANNABI'],[' 5Fa7oN67rqbrgxbRVux7F4'], CHOI JUNG HOON of JANNABI, 5Fa7oN67rqbrgxbRVux7F4,,,,,,,,,,,,,Next 
612,Stupid love song (with Crush),Stupid lov,AKMU,"AKMU, Crush",66NRKCEurE3Oq12BViuqAQ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'}, 'href': 'https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv', 'id': '6OwKE9Ez6ALxpTaKcT5ayv', 'name': 'AKMU', 'type': 'artist', 'uri': 'spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6aLdhHUqgdKE86xbtNmY8g'}, 'href': 'https://api.spotify.com/v1/artists/6aLdhHUqgdKE86xbtNmY8g', 'id': '6aLdhHUqgdKE86xbtNmY8g', 'name': 'Crush', 'type': 'artist', 'uri': 'spotify:artist:6aLdhHUqgdKE86xbtNmY8g'}]",6OwKE9Ez6ALxpTaKcT5ayv,"6OwKE9Ez6ALxpTaKcT5ayv, 6aLdhHUqgdKE86xbtNmY8g",[' Crush'],[' 6aLdhHUqgdKE86xbtNmY8g'], Crush, 6aLdhHUqgdKE86xbtNmY8g,,,,,,,,,,,,,Stupi
613,EVEREST (with Sam Kim),EVEREST (w,AKMU,"AKMU, Sam Kim",1c3WMOE7Q0dCFN6bjT8KWo,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'}, 'href': 'https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv', 'id': '6OwKE9Ez6ALxpTaKcT5ayv', 'name': 'AKMU', 'type': 'artist', 'uri': 'spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4BBN286rBKyCWsSPq2cxYO'}, 'href': 'https://api.spotify.com/v1/artists/4BBN286rBKyCWsSPq2cxYO', 'id': '4BBN286rBKyCWsSPq2cxYO', 'name': 'Sam Kim', 'type': 'artist', 'uri': 'spotify:artist:4BBN286rBKyCWsSPq2cxYO'}]",6OwKE9Ez6ALxpTaKcT5ayv,"6OwKE9Ez6ALxpTaKcT5ayv, 4BBN286rBKyCWsSPq2cxYO",[' Sam Kim'],[' 4BBN286rBKyCWsSPq2cxYO'], Sam Kim, 4BBN286rBKyCWsSPq2cxYO,,,,,,,,,,,,,EVERE
628,The Tree,The Tree,AKMU,"Yang Hee Eun, AKMU",2mKgr5gYTYFDq82uXIc5cC,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0BD74hBusWzcPz44wFskYb'}, 'href': 'https://api.spotify.com/v1/artists/0BD74hBusWzcPz44wFskYb', 'id': '0BD74hBusWzcPz44wFskYb', 'name': 'Yang Hee Eun', 'type': 'artist', 'uri': 'spotify:artist:0BD74hBusWzcPz44wFskYb'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'}, 'href': 'https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv', 'id': '6OwKE9Ez6ALxpTaKcT5ayv', 'name': 'AKMU', 'type': 'artist', 'uri': 'spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv'}]",6OwKE9Ez6ALxpTaKcT5ayv,"0BD74hBusWzcPz44wFskYb, 6OwKE9Ez6ALxpTaKcT5ayv","['Yang Hee Eun', ' AKMU']","['0BD74hBusWzcPz44wFskYb', ' 6OwKE9Ez6ALxpTaKcT5ayv']",Yang Hee Eun,0BD74hBusWzcPz44wFskYb, AKMU, 6OwKE9Ez6ALxpTaKcT5ayv,,,,,,,,,,,The T
662,HAN,HAN,AOA,"Park Bom, CHEETAH",4Dj07Ua8qusZxYuMqy58XO,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3uHb6dRazmcaT15bMexUtt'}, 'href': 'https://api.spotify.com/v1/artists/3uHb6dRazmcaT15bMexUtt', 'id': '3uHb6dRazmcaT15bMexUtt', 'name': 'Park Bom', 'type': 'artist', 'uri': 'spotify:artist:3uHb6dRazmcaT15bMexUtt'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6ftZYkensUYXNiMM7nFwhE'}, 'href': 'https://api.spotify.com/v1/artists/6ftZYkensUYXNiMM7nFwhE', 'id': '6ftZYkensUYXNiMM7nFwhE', 'name': 'CHEETAH', 'type': 'artist', 'uri': 'spotify:artist:6ftZYkensUYXNiMM7nFwhE'}]",54gWVQFHf8IIqbjxAoOarN,"3uHb6dRazmcaT15bMexUtt, 6ftZYkensUYXNiMM7nFwhE","['Park Bom', ' CHEETAH']","['3uHb6dRazmcaT15bMexUtt', ' 6ftZYkensUYXNiMM7nFwhE']",Park Bom,3uHb6dRazmcaT15bMexUtt, CHEETAH, 6ftZYkensUYXNiMM7nFwhE,,,,,,,,,,,HAN
680,愛をちょうだい,愛をちょうだい,AOA,"AOA, Takanori Nishikawa T.M.Revolution",2TvL6anT3bzqJlHnU7qk83,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/54gWVQFHf8IIqbjxAoOarN'}, 'href': 'https://api.spotify.com/v1/artists/54gWVQFHf8IIqbjxAoOarN', 'id': '54gWVQFHf8IIqbjxAoOarN', 'name': 'AOA', 'type': 'artist', 'uri': 'spotify:artist:54gWVQFHf8IIqbjxAoOarN'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0pPQ5V1o6LrB7wdt9yzUkM'}, 'href': 'https://api.spotify.com/v1/artists/0pPQ5V1o6LrB7wdt9yzUkM', 'id': '0pPQ5V1o6LrB7wdt9yzUkM', 'name': 'Takanori Nishikawa T.M.Revolution', 'type': 'artist', 'uri': 'spotify:artist:0pPQ5V1o6LrB7wdt9yzUkM'}]",54gWVQFHf8IIqbjxAoOarN,"54gWVQFHf8IIqbjxAoOarN, 0pPQ5V1o6LrB7wdt9yzUkM",[' Takanori Nishikawa T.M.Revolution'],[' 0pPQ5V1o6LrB7wdt9yzUkM'], Takanori Nishikawa T.M.Revolution, 0pPQ5V1o6LrB7wdt9yzUkM,,,,,,,,,,,,,愛をちょう
